county_geo_id,den_dist_pop_index,GEO_display_label
0500000US01001,0.574502414,"Autauga County, Alabama"
0500000US01003,0.55928593,"Baldwin County, Alabama"
0500000US01005,0.520117467,"Barbour County, Alabama"
0500000US01007,0.507482607,"Bibb County, Alabama"
0500000US01009,0.587076762,"Blount County, Alabama"
0500000US01011,0.475737769,"Bullock County, Alabama"
0500000US01013,0.486074174,"Butler County, Alabama"
0500000US01015,0.669605406,"Calhoun County, Alabama"
0500000US01017,0.586407569,"Chambers County, Alabama"
0500000US01019,0.567565613,"Cherokee County, Alabama"
0500000US01021,0.549127265,"Chilton County, Alabama"
0500000US01023,0.40678743,"Choctaw County, Alabama"
0500000US01025,0.444180553,"Clarke County, Alabama"
0500000US01027,0.515012209,"Clay County, Alabama"
0500000US01029,0.539058591,"Cleburne County, Alabama"
0500000US01031,0.549306105,"Coffee County, Alabama"
0500000US01033,0.538186721,"Colbert County, Alabama"
0500000US01035,0.435827108,"Conecuh County, Alabama"
0500000US01037,0.480572166,"Coosa County, Alabama"
0500000US01039,0.495592028,"Covington County, Alabama"
0500000US01041,0.466243647,"Crenshaw County, Alabama"
0500000US01043,0.589054901,"Cullman County, Alabama"
0500000US01045,0.556919321,"Dale County, Alabama"
0500000US01047,0.529442977,"Dallas County, Alabama"
0500000US01049,0.609410837,"DeKalb County, Alabama"
0500000US01051,0.607761936,"Elmore County, Alabama"
0500000US01053,0.492075261,"Escambia County, Alabama"
0500000US01055,0.652157689,"Etowah County, Alabama"
0500000US01057,0.473419739,"Fayette County, Alabama"
0500000US01059,0.497226753,"Franklin County, Alabama"
0500000US01061,0.500873328,"Geneva County, Alabama"
0500000US01063,0.420871048,"Greene County, Alabama"
0500000US01065,0.46192802,"Hale County, Alabama"
0500000US01067,0.491943477,"Henry County, Alabama"
0500000US01069,0.606961437,"Houston County, Alabama"
0500000US01071,0.559297402,"Jackson County, Alabama"
0500000US01073,0.746141954,"Jefferson County, Alabama"
0500000US01075,0.452967134,"Lamar County, Alabama"
0500000US01077,0.567417211,"Lauderdale County, Alabama"
0500000US01079,0.512728063,"Lawrence County, Alabama"
0500000US01081,0.676699791,"Lee County, Alabama"
0500000US01083,0.576979126,"Limestone County, Alabama"
0500000US01085,0.455792301,"Lowndes County, Alabama"
0500000US01087,0.533917816,"Macon County, Alabama"
0500000US01089,0.692664279,"Madison County, Alabama"
0500000US01091,0.451429117,"Marengo County, Alabama"
0500000US01093,0.504303844,"Marion County, Alabama"
0500000US01095,0.628144569,"Marshall County, Alabama"
0500000US01097,0.622347937,"Mobile County, Alabama"
0500000US01099,0.456479114,"Monroe County, Alabama"
0500000US01101,0.678188526,"Montgomery County, Alabama"
0500000US01103,0.612054415,"Morgan County, Alabama"
0500000US01105,0.432509221,"Perry County, Alabama"
0500000US01107,0.463282125,"Pickens County, Alabama"
0500000US01109,0.529518375,"Pike County, Alabama"
0500000US01111,0.557593227,"Randolph County, Alabama"
0500000US01113,0.602235709,"Russell County, Alabama"
0500000US01115,0.631077432,"St. Clair County, Alabama"
0500000US01117,0.66478325,"Shelby County, Alabama"
0500000US01119,0.426737588,"Sumter County, Alabama"
0500000US01121,0.628591851,"Talladega County, Alabama"
0500000US01123,0.570177094,"Tallapoosa County, Alabama"
0500000US01125,0.630403557,"Tuscaloosa County, Alabama"
0500000US01127,0.578336351,"Walker County, Alabama"
0500000US01129,0.403196319,"Washington County, Alabama"
0500000US01131,0.425564724,"Wilcox County, Alabama"
0500000US01133,0.502709364,"Winston County, Alabama"
0500000US04001,0.457145485,"Apache County, Arizona"
0500000US04003,0.555423631,"Cochise County, Arizona"
0500000US04005,0.532095362,"Coconino County, Arizona"
0500000US04007,0.533120914,"Gila County, Arizona"
0500000US04009,0.492624348,"Graham County, Arizona"
0500000US04011,0.394728986,"Greenlee County, Arizona"
0500000US04012,0.457358112,"La Paz County, Arizona"
0500000US04013,0.86816416,"Maricopa County, Arizona"
0500000US04015,0.590718965,"Mohave County, Arizona"
0500000US04017,0.527921252,"Navajo County, Arizona"
0500000US04019,0.721542761,"Pima County, Arizona"
0500000US04021,0.698482291,"Pinal County, Arizona"
0500000US04023,0.545798761,"Santa Cruz County, Arizona"
0500000US04025,0.626536879,"Yavapai County, Arizona"
0500000US04027,0.595013476,"Yuma County, Arizona"
0500000US05001,0.390912149,"Arkansas County, Arkansas"
0500000US05003,0.430423064,"Ashley County, Arkansas"
0500000US05005,0.524553072,"Baxter County, Arkansas"
0500000US05007,0.647483335,"Benton County, Arkansas"
0500000US05009,0.518839898,"Boone County, Arkansas"
0500000US05011,0.400631176,"Bradley County, Arkansas"
0500000US05013,0.361165233,"Calhoun County, Arkansas"
0500000US05015,0.498370886,"Carroll County, Arkansas"
0500000US05017,0.375502775,"Chicot County, Arkansas"
0500000US05019,0.470061303,"Clark County, Arkansas"
0500000US05021,0.48024228,"Clay County, Arkansas"
0500000US05023,0.467154462,"Cleburne County, Arkansas"
0500000US05025,0.3824735,"Cleveland County, Arkansas"
0500000US05027,0.485659082,"Columbia County, Arkansas"
0500000US05029,0.424875677,"Conway County, Arkansas"
0500000US05031,0.587846837,"Craighead County, Arkansas"
0500000US05033,0.537240176,"Crawford County, Arkansas"
0500000US05035,0.524863606,"Crittenden County, Arkansas"
0500000US05037,0.441627868,"Cross County, Arkansas"
0500000US05039,0.383314775,"Dallas County, Arkansas"
0500000US05041,0.370065719,"Desha County, Arkansas"
0500000US05043,0.418034382,"Drew County, Arkansas"
0500000US05045,0.54628077,"Faulkner County, Arkansas"
